-50,-60,-70,-70,-70,-160,-180,-170,-150,-140,-130,-120,-120,-100,-80,-40,-20,0,0,10,20,30,40,40,50,80,100,90,190,210,140,210,250,250,260,270,300,-50,-60,-70,-70,-70,-160,-190,-170,-150,-140,-130,-120,-100,-100,-80,-40,-20,0,0,10,20,30,40,40,50,70,100,90,190,210,140,220,250,250,260,270,300
0,0,10,20,20,70,100,120,130,140,150,170,220,230,240,180,140,110,110,120,120,140,130,100,90,110,120,90,160,150,80,100,90,60,40,20,0,0,0,10,20,20,70,110,120,130,140,150,170,180,230,240,180,140,110,110,120,120,140,130,90,90,110,120,90,160,150,80,100,90,60,40,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
