-173,-171,-144,-119,-102,-88,-81,-78,-77,-77,-76,-77,-77,-77,-77,-77,-77,-76,-76,-75,-75,-75,-75,-76,-74,-74,-73,-73,-72,-71,-69,-68,-67,-64,-60,-54,-47,-41,-35,-29,-23,-17,-11,-5,0,5,11,17,22,28,34,40,46,52,58,64,70,77,84,91,98,106,114,122,131,139,148,158,170,185,200,214,230,251,265,268,267,269,270,272,272,272,273,271,264,255,261,263,262,263,-77,-78,-78,-77,-71,-81,-82,-79,-78,-77,-77,-76,-77,-77,-77,-77,-77,-77,-76,-76,-75,-75,-75,-75,-76,-75,-77,-78,-77,-74,-72,-69,-68,-67,-64,-59,-53,-47,-41,-35,-29,-23,-17,-11,-5,0,5,11,17,22,28,34,40,46,52,58,63,69,76,83,92,100,107,115,122,131,139,149,160,170,183,199,215,233,255,265,267,266,266,267,269,268,269,269,267,260,246,258,263,245,231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-4,-5,-5,-5,-6,-6,-7,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-8,-8
6,11,15,16,18,18,20,22,25,28,31,34,37,41,44,48,52,55,59,63,68,72,78,84,88,95,101,108,116,123,131,140,151,160,165,166,167,166,166,166,165,165,164,163,164,163,162,163,162,162,162,162,161,160,159,158,158,159,158,158,157,157,156,156,156,155,153,153,153,155,156,155,155,156,153,142,130,119,109,99,88,78,68,57,46,35,27,18,9,0,0,2,5,8,10,14,17,19,22,25,28,31,34,37,41,44,48,52,55,59,63,68,72,78,84,90,99,108,114,119,125,131,140,151,160,164,165,166,165,165,165,164,164,163,163,163,162,162,162,162,163,162,161,160,160,159,157,157,157,158,160,161,160,158,156,156,155,154,154,153,154,155,156,157,160,153,142,130,118,108,98,87,77,67,56,46,34,27,18,8,0
