-50,-60,-70,-70,-70,-160,-180,-170,-150,-140,-130,-120,-120,-100,-80,-40,-20,0,0,10,20,30,40,40,50,80,100,90,190,210,140,210,250,250,260,270,300,-50,-60,-70,-70,-70,-160,-190,-170,-150,-140,-130,-120,-100,-100,-80,-40,-20,0,0,10,20,30,40,40,50,70,100,90,190,210,140,220,250,250,260,270,300,-80,-130,-140,-170,-180,-170,-160,-140,-130,-130,-110,-110,-100,-90,-80,-20,-10,0,0,0,10,20,30,50,60,50,40,40,40,120,150,80,230,180,140,250,270,-80,-70,-60,-50,-40,-40,-40,-50,-30,-30,-30,-20,-20,-20,-10,-10,-10,0,0,0,20,40,60,80,90,100,110,120,140,180,200,210,230,110,90,90,90,-80,-70,-60,-50,-40,-40,-40,-40,-30,-30,-30,-20,-20,-20,-10,-10,-10,0,0,0,20,40,60,80,90,100,110,130,140,180,200,210,230,110,90,90,100
0,0,10,20,20,70,100,120,130,140,150,170,220,230,240,180,140,110,110,120,120,140,130,100,90,110,120,90,160,150,80,100,90,60,40,20,0,0,0,10,20,20,70,110,120,130,140,150,170,180,230,240,180,140,110,110,120,120,140,130,90,90,110,120,90,160,150,80,100,90,60,40,20,0,0,10,20,40,60,80,90,100,110,130,140,150,170,200,220,100,80,80,80,80,90,90,100,110,110,70,40,40,30,90,90,40,80,50,20,20,0,0,0,10,10,10,20,20,30,30,30,30,40,40,40,40,60,60,70,70,70,160,170,180,170,160,150,140,120,120,130,110,100,80,30,10,0,0,0,0,10,10,10,20,20,30,30,30,30,40,40,40,40,60,60,70,70,100,160,170,180,180,160,150,140,130,120,130,110,100,80,30,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
